pair,source,side,claim_index,name,type,name_prompt_index,type_prompt_index
pair_ca2874ed,cn_k12,h,0,sqrt_12_eq_sqrt_4_mul_sqrt_3,√12 = √4 * √3,3124,3125
pair_ca2874ed,cn_k12,h,1,sqrt_4_eq_2,√4 = 2,3126,3127
pair_ca2874ed,cn_k12,a,0,h1,Real.sqrt (4 + (8 : ℝ)) = 2 * Real.sqrt 3,3128,3129
pair_ca2874ed,cn_k12,a,1,h2,(2 * Real.sqrt 3 / (4 - (8 : ℝ)) ) = - (Real.sqrt 3 / 2 ),3130,3131
pair_cb4bfe65,math_train,h,0,eq₁,x * y + 1 = y,3132,3133
pair_cb4bfe65,math_train,h,1,eq₂,y * z + 1 = z,3134,3135
pair_cb4bfe65,math_train,a,0,eq1,x * y = y - 1,3136,3137
pair_cb4bfe65,math_train,a,1,eq2,y * z = z - 1,3138,3139
pair_cc62a034,olympiads_ref,h,0,sin_pos,sin x > 0,3140,3141
pair_cc62a034,olympiads_ref,h,1,cos_pos,cos x > 0,3142,3143
pair_cc62a034,olympiads_ref,h,2,h1,cos x * sin x ≤ 1 / 2,3144,3145
pair_cc62a034,olympiads_ref,h,3,h2,cos x ^ 4 + sin x ^ 4 ≥ 1 / 2,3146,3147
pair_cc62a034,olympiads_ref,a,0,h1,sin x > 0,3148,3149
pair_cc62a034,olympiads_ref,a,1,h2,cos x > 0,3150,3151
pair_cc62a034,olympiads_ref,a,2,h3,cot x = cos x / sin x,3152,3153
pair_cc62a034,olympiads_ref,a,3,h4,tan x = sin x / cos x,3154,3155
pair_cc62a034,olympiads_ref,a,4,hx3,sin x > 0,3156,3157
pair_cc62a034,olympiads_ref,a,5,hx4,cos x > 0,3158,3159
pair_cc62a034,olympiads_ref,a,6,h5,(cos x) ^ 2 * (cos x / sin x) + (sin x) ^ 2 * (sin x / cos x) - 1 ≥ 0,3160,3161
pair_cc62a034,olympiads_ref,a,7,h6,(cos x) ^ 2 * (cos x / sin x) + (sin x) ^ 2 * (sin x / cos x) - 1 = ( (cos x) ^ 4 + (sin x) ^ 4 - (sin x) * (cos x) ) / ( (sin x) * (cos x) ),3162,3163
pair_cc96d025,olympiads,h,0,ha',a ≤ 1,3164,3165
pair_cc96d025,olympiads,h,1,hb',b ≤ 1,3166,3167
pair_cc96d025,olympiads,a,0,h1,a < 1,3168,3169
pair_cc96d025,olympiads,a,1,h2,b < 1,3170,3171
pair_ce09405f,math_test,h,0,h1,(x - 2)^2 / 3 + (y + 1)^2 / 2 = (2*x^2 - 8*x + 3*y^2 + 6*y + 5 + 6) / 6,3172,3173
pair_ce09405f,math_test,h,1,h2,0 ≤ (y + 1) ^ 2 / 2,3174,3175
pair_ce09405f,math_test,h,2,h3,(x - 2) ^ 2 ≤ 3,3176,3177
pair_ce09405f,math_test,a,0,h1,2 * (x - 2) ^ 2 + 3 * (y + 1) ^ 2 = 6,3178,3179
pair_ce09405f,math_test,a,1,h2,(x - 2) ^ 2 ≤ 3,3180,3181
pair_ce09405f,math_test,a,2,h6,x - 2 ≤ Real.sqrt 3,3182,3183
pair_ceff9d94,amc_aime,h,0,a_eq,a = 1/2,3184,3185
pair_ceff9d94,amc_aime,h,1,b_eq,b = 7/4,3186,3187
pair_ceff9d94,amc_aime,a,0,ha2,a = 1/2,3188,3189
pair_ceff9d94,amc_aime,a,1,hb2,b = 7/4,3190,3191
pair_d43fae54,olympiads,h,0,h1,x^2 = 64,3192,3193
pair_d43fae54,olympiads,h,1,h2,x = 8,3194,3195
pair_d43fae54,olympiads,a,0,h1,5 * x ^ 2 = 320,3196,3197
pair_d43fae54,olympiads,a,1,h2,x ^ 2 = 64,3198,3199
pair_d43fae54,olympiads,a,2,h3,x = 8,3200,3201
pair_d71a4f84,math_train,h,0,h1,x ^ 3 * (5 * x - 8) = 0,3202,3203
pair_d71a4f84,math_train,h,1,h4,x = 0,3204,3205
pair_d71a4f84,math_train,a,0,h1,(5 * x) ^ 4 = (10 * x) ^ 3,3206,3207
pair_d71a4f84,math_train,a,1,h2,(5 * x) ^ 4 = 625 * x ^ 4,3208,3209
pair_d71a4f84,math_train,a,2,h3,(10 * x) ^ 3 = 1000 * x ^ 3,3210,3211
pair_d71a4f84,math_train,a,3,h4,625 * x ^ 4 - 1000 * x ^ 3 = 0,3212,3213
pair_d71a4f84,math_train,a,4,h5,x ^ 3 * (625 * x - 1000) = 0,3214,3215
pair_d71a4f84,math_train,a,5,h8,x = 0,3216,3217
pair_d71a4f84,math_train,a,6,hx2,x = 1000 / 625,3218,3219
pair_d71a4f84,math_train,a,7,hx3,x = 8 / 5,3220,3221
pair_d770fbd5,cn_contest,h,0,h1,x - 3 > 0,3222,3223
pair_d770fbd5,cn_contest,h,1,h2,sqrt x > 0,3224,3225
pair_d770fbd5,cn_contest,h,2,h3,sqrt x ^ 2 = x,3226,3227
pair_d770fbd5,cn_contest,h,3,h4,sqrt x + 6 / (x - 3) - 4 = (sqrt x - 3) ^ 2 * (sqrt x + 2) / (x - 3),3228,3229
pair_d770fbd5,cn_contest,h,4,h5,(sqrt x - 3) ^ 2 * (sqrt x + 2) / (x - 3) ≥ 0,3230,3231
pair_d770fbd5,cn_contest,a,0,h1,sqrt x > 0,3232,3233
pair_d770fbd5,cn_contest,a,1,h2,x - 3 > 0,3234,3235
pair_d770fbd5,cn_contest,a,2,h3,sqrt x ^ 2 = x,3236,3237
pair_d770fbd5,cn_contest,a,3,h4,sqrt x + 6 / (x - 3) - 4 ≥ 0,3238,3239
pair_d770fbd5,cn_contest,a,4,h5,x - 3 > 0,3240,3241
pair_d770fbd5,cn_contest,a,5,h6,sqrt x + 6 / (x - 3) - 4 = (sqrt x * (x - 3) + 6 - 4 * (x - 3)) / (x - 3),3242,3243
pair_d809415a,olympiads_ref,h,0,hu,u ∈ Set.Ico 0 2,3244,3245
pair_d809415a,olympiads_ref,h,1,hv,v ∈ Set.Ico 0 3,3246,3247
pair_d809415a,olympiads_ref,h,2,hz',z = 6 + u + v,3248,3249
pair_d809415a,olympiads_ref,h,3,h1,(6 - u - v) * (6 + u + v) ≤ 36,3250,3251
pair_d809415a,olympiads_ref,h,4,h2,(u * v - 2 * u - v) * (6 + u + v) ≤ 0,3252,3253
pair_d809415a,olympiads_ref,h,5,h3,u * (v - 2) ≤ v,3254,3255
pair_d809415a,olympiads_ref,a,0,h4,x * y * z ≤ 36,3256,3257
pair_d809415a,olympiads_ref,a,1,h5,Real.sqrt (x * y * z) ≤ Real.sqrt (36 : ℝ),3258,3259
pair_d809415a,olympiads_ref,a,2,h6,Real.sqrt (36 : ℝ) = 6,3260,3261
pair_d84ba343,olympiads,h,0,h1,(N * x + N) / N = x + 1,3262,3263
pair_d84ba343,olympiads,h,1,h2,(N * x + N) / N - N = x + 1 - N,3264,3265
pair_d84ba343,olympiads,a,0,eq1,(N * x + N) / N = x + 1,3266,3267
pair_d84ba343,olympiads,a,1,h1,N ≠ 0,3268,3269
pair_d84ba343,olympiads,a,2,eq2,(N * x + N) / N - N = x + 1 - N,3270,3271
pair_dd910f6b,aops_forum,h,0,h1,a % 11 = 0 ∨ a % 11 = 1 ∨ a % 11 = 2 ∨ a % 11 = 3 ∨ a % 11 = 4 ∨ a % 11 = 5 ∨ a % 11 = 6 ∨ a % 11 = 7 ∨ a % 11 = 8 ∨ a % 11 = 9 ∨ a % 11 = 10,3272,3273
pair_dd910f6b,aops_forum,h,1,h2,b % 11 = 0 ∨ b % 11 = 1 ∨ b % 11 = 2 ∨ b % 11 = 3 ∨ b % 11 = 4 ∨ b % 11 = 5 ∨ b % 11 = 6 ∨ b % 11 = 7 ∨ b % 11 = 8 ∨ b % 11 = 9 ∨ b % 11 = 10,3274,3275
pair_dd910f6b,aops_forum,a,0,h1,a % 11 = 0 ∨ a % 11 = 1 ∨ a % 11 = 2 ∨ a % 11 = 3 ∨ a % 11 = 4 ∨ a % 11 = 5 ∨ a % 11 = 6 ∨ a % 11 = 7 ∨ a % 11 = 8 ∨ a % 11 = 9 ∨ a % 11 = 10,3276,3277
pair_dd910f6b,aops_forum,a,1,h2,b % 11 = 0 ∨ b % 11 = 1 ∨ b % 11 = 2 ∨ b % 11 = 3 ∨ b % 11 = 4 ∨ b % 11 = 5 ∨ b % 11 = 6 ∨ b % 11 = 7 ∨ b % 11 = 8 ∨ b % 11 = 9 ∨ b % 11 = 10,3278,3279
pair_dd910f6b,aops_forum,a,2,h3,(a ^ 2 + b ^ 2 + 9 * a * b) % 11 = 0,3280,3281
pair_dd910f6b,aops_forum,a,3,h4,(a ^ 2 - b ^ 2) % 11 = 0,3282,3283
pair_ddc40137,math_test,h,0,h1,(1*b+3)*(1*b+5) = b^2+8*b+15,3284,3285
pair_ddc40137,math_test,h,1,h2,(1*b+3) * (1*b+5) = (2*b^2+4*b+3) ↔ b^2-4*b-12=0,3286,3287
pair_ddc40137,math_test,h,2,h3,b^2-4*b-12 = (b-6)*(b+2),3288,3289
pair_ddc40137,math_test,a,0,eq1,(1 * b + 3) * (1 * b + 5) = b^2 + 8 * b + 15,3290,3291
pair_ddc40137,math_test,a,1,h1,b ^ 2 - 4 * b - 12 = 0,3292,3293
pair_ddc40137,math_test,a,2,h2,(b - 6) * (b + 2) = 0,3294,3295
pair_ddc40137,math_test,a,3,hb1,b = -2,3296,3297
pair_de450765,math_train,h,0,h1,0 < x ^ 2 + y ^ 2,3298,3299
pair_de450765,math_train,h,1,h2,0 < x * y,3300,3301
pair_de450765,math_train,a,0,h1,x * y / (x ^ 2 + y ^ 2) ≥ 6 / 13,3302,3303
pair_de450765,math_train,a,1,h2,x ^ 2 + y ^ 2 > 0,3304,3305
pair_de450765,math_train,a,2,h3,x * y ≥ (6 / 13) * (x ^ 2 + y ^ 2),3306,3307
pair_de450765,math_train,a,3,h4,x * y / (x ^ 2 + y ^ 2) ≥ (6 / 13),3308,3309
pair_de450765,math_train,a,4,h5,x^2 + y^2 > 0,3310,3311
pair_de5f4228,olympiads,h,0,h2,(x : ℝ) = 150,3312,3313
pair_de5f4228,olympiads,h,1,h1',(x : ℝ) = 150,3314,3315
pair_de5f4228,olympiads,h,2,h3,x = 150,3316,3317
pair_de5f4228,olympiads,a,0,eq1,(x : ℝ) ≠ 0,3318,3319
pair_de5f4228,olympiads,a,1,eq2,(x : ℝ) = 150,3320,3321
pair_de5f4228,olympiads,a,2,h2,(x : ℝ) = 150,3322,3323
pair_de5f4228,olympiads,a,3,eq3,x = 150,3324,3325
pair_df433d2d,amc_aime,h,0,ha₃,a ≤ 45,3326,3327
pair_df433d2d,amc_aime,h,1,ha₄,37 < a,3328,3329
pair_df433d2d,amc_aime,h,2,ha₅,a ∣ 1998,3330,3331
pair_df433d2d,amc_aime,a,0,h1,d < 17,3332,3333
pair_df433d2d,amc_aime,a,1,h2,a ≤ 44,3334,3335
pair_e0ba091c,math_train,h,0,hx1,l * w * 1 = l * w * (1.25 * (1 - x)),3336,3337
pair_e0ba091c,math_train,h,1,hx,(l * w)⁻¹ * (l * w * 1) =(l * w)⁻¹ * l * w * (1.25 * (1 - x)),3338,3339
pair_e0ba091c,math_train,h,2,eq1,1 - x = 0.8,3340,3341
pair_e0ba091c,math_train,a,0,h_eq,l * w = (l * 1.25) * (w * (1 - x)),3342,3343
pair_e0ba091c,math_train,a,1,hw',(w) ≠ 0,3344,3345
pair_e0ba091c,math_train,a,2,hl',(l) ≠ 0,3346,3347
pair_e0ba091c,math_train,a,3,h2,1 = 1.25 * (1 - x),3348,3349
pair_e4726314,math_test,h,0,h1,-4 = 4 * cos π,3350,3351
pair_e4726314,math_test,h,1,h2,0 = 4 * sin π,3352,3353
pair_e4726314,math_test,a,0,h1,cos π = -1,3354,3355
pair_e4726314,math_test,a,1,h2,sin π = 0,3356,3357
pair_e72fc59f,math_test,h,0,d1000,"Nat.divisors 1000 = {1,2,4,5,8,10,20,25,40,50,100,125,200,250,500,1000}",3358,3359
pair_e72fc59f,math_test,h,1,xd1000,x ∣ 1000,3360,3361
pair_e72fc59f,math_test,h,2,xind,x ∈ Nat.divisors 1000,3362,3363
pair_e72fc59f,math_test,a,0,h1,x ∣ 1000,3364,3365
pair_e72fc59f,math_test,a,1,h2,y ∣ 1000,3366,3367
pair_e72fc59f,math_test,a,2,h3,x ≤ 1000,3368,3369
pair_e72fc59f,math_test,a,3,h4,y ≤ 1000,3370,3371
pair_e8464b73,math_train,h,0,h1,(2 : ℝ) ^ (-3 / 2 : ℝ) = (2 ^ (-3 / 4 : ℝ)) ^ 2,3372,3373
pair_e8464b73,math_train,h,1,h2,(2 : ℝ) ^ (1 / 4 : ℝ) = (2 ^ (-3 / 4 : ℝ)) * 2,3374,3375
pair_e8464b73,math_train,a,0,h1,(2 : ℝ) ^ (-3 / 2 : ℝ) = (2 ^ (-3 / 4 : ℝ)) ^ 2,3376,3377
pair_e8464b73,math_train,a,1,h2,(2 : ℝ) ^ (1 / 4 : ℝ) = (2 ^ (-3 / 4 : ℝ)) * 2,3378,3379
pair_e8464b73,math_train,a,2,hcos,cos θ = 3 / 4,3380,3381
pair_e8464b73,math_train,a,3,h4,(2 : ℝ) ^ cos θ = (2 : ℝ) ^ (3 / 4 : ℝ),3382,3383
pair_e8464b73,math_train,a,4,h5,cos θ = (3 / 4 : ℝ),3384,3385
pair_e8464b73,math_train,a,5,hcos2,cos (2 * θ) = 2 * cos θ ^ 2 - 1,3386,3387
pair_e9e6e2e1,aops_forum,h,0,h₁,4 * a ^ 2 + 4 * a = b ^ 2 + b,3388,3389
pair_e9e6e2e1,aops_forum,h,1,h₂,2 * a + 1 ≤ b,3390,3391
pair_e9e6e2e1,aops_forum,h,2,h₃,b ≤ 2 * a + 1,3392,3393
pair_e9e6e2e1,aops_forum,h,3,h₄,b = 2 * a + 1,3394,3395
pair_e9e6e2e1,aops_forum,a,0,h1,4 * f a = 4 * (a ^ 2 + a),3396,3397
pair_e9e6e2e1,aops_forum,a,1,h2,f b = b ^ 2 + b,3398,3399
pair_e9e6e2e1,aops_forum,a,2,h3,(2 * a + 1 : ℤ) ^ 2 = (b : ℤ) ^ 2 + (b : ℤ) + 1,3400,3401
pair_e9e6e2e1,aops_forum,a,3,h4,(b : ℤ) < (2 * a + 1 : ℤ),3402,3403
pair_e9e6e2e1,aops_forum,a,4,h5,(2 * a + 1 : ℤ) < (b + 1 : ℤ),3404,3405
pair_ebe211fd,math_test,h,0,xne,x ≠ 0,3406,3407
pair_ebe211fd,math_test,h,1,xdvd,x ∣ 3 * x ^ 3 + a2 * x ^ 2 + a1 * x,3408,3409
pair_ebe211fd,math_test,h,2,xle,x ≤ 6,3410,3411
pair_ebe211fd,math_test,h,3,xge,-6 ≤ x,3412,3413
pair_ebe211fd,math_test,h,4,negxdvd,-x ∣ 6,3414,3415
pair_ebe211fd,math_test,a,0,h1,x ∣ 6,3416,3417
pair_ebe211fd,math_test,a,1,h2,x ≤ 6,3418,3419
pair_ebe211fd,math_test,a,2,h3,x ≥ -6,3420,3421
pair_ebe211fd,math_test,a,3,h4,(-x) ∣ 6,3422,3423
pair_ebe211fd,math_test,a,4,h5,-x ≤ 6,3424,3425
pair_ebfa8074,olympiads,h,0,h2,(total_students : ℝ) ≠ 0,3426,3427
pair_ebfa8074,olympiads,h,1,ht,(total_students : ℝ) = 25,3428,3429
pair_ebfa8074,olympiads,a,0,h2,(total_students : ℝ) ≠ 0,3430,3431
pair_ebfa8074,olympiads,a,1,eq1,(total_students : ℝ) = 25,3432,3433
pair_ebfa8074,olympiads,a,2,h3,total_students = 25,3434,3435
pair_ed2314b2,secondary_math,h,0,h2,a + 1 ≠ 0,3436,3437
pair_ed2314b2,secondary_math,h,1,h3,b + 3 ≠ 0,3438,3439
pair_ed2314b2,secondary_math,h,2,h4,c + 5 ≠ 0,3440,3441
pair_ed2314b2,secondary_math,a,0,h2,a + 1 ≠ 0,3442,3443
pair_ed2314b2,secondary_math,a,1,h3,b + 3 ≠ 0,3444,3445
pair_ed2314b2,secondary_math,a,2,h4,c + 5 ≠ 0,3446,3447
pair_ed2314b2,secondary_math,a,3,eq1,(b + 3) * (c + 5) + (a + 1) * (c + 5) + (a + 1) * (b + 3) = 0,3448,3449
pair_ed2314b2,secondary_math,a,4,h5,(a + 1) + (b + 3) + (c + 5) = 10,3450,3451
pair_ed2314b2,secondary_math,a,5,h6,(a + 1) * (b + 3) + (a + 1) * (c + 5) + (b + 3) * (c + 5) = 0,3452,3453
pair_ed6427c7,aops_forum,h,0,ha',0 < a ^ 3 + 3 * b,3454,3455
pair_ed6427c7,aops_forum,h,1,hb',0 < b ^ 3 + 3 * a,3456,3457
pair_ed6427c7,aops_forum,a,0,h1,0 < a ^ 3 + 3 * b,3458,3459
pair_ed6427c7,aops_forum,a,1,h2,0 < b ^ 3 + 3 * a,3460,3461
pair_ed6427c7,aops_forum,a,2,h_ineq,1 / (a ^ 3 + 3 * b) + 1 / (b ^ 3 + 3 * a) - 1 / 2 = (2 * (b ^ 3 + 3 * a) + 2 * (a ^ 3 + 3 * b) - (a ^ 3 + 3 * b) * (b ^ 3 + 3 * a)) / (2 * (a ^ 3 + 3 * b) * (b ^ 3 + 3 * a)),3462,3463
pair_edfc7430,inequalities,h,0,h1,x * (1 - y^2) * (1 - z^2) + y * (1 - z^2) * (1 - x^2) + z * (1 - x^2) * (1 - y^2) = 4 * (x * y * z),3464,3465
pair_edfc7430,inequalities,h,1,h2,x * y * z ≥ 3 * Real.sqrt 3,3466,3467
pair_edfc7430,inequalities,h,2,h3,(x * y * z) ^ 2 ≥ 27,3468,3469
pair_edfc7430,inequalities,h,3,h4,(3 * Real.sqrt 3) ^ 2 = 27,3470,3471
pair_edfc7430,inequalities,a,0,h2,0 < x * y * z,3472,3473
pair_edfc7430,inequalities,a,1,h1,x * y * z ≥ 3 * Real.sqrt 3,3474,3475
pair_f0724d01,olympiads,h,0,aux,x / (2*y + z^2) ≤ 2/9 * x^2 + 1/9 * x,3476,3477
pair_f0724d01,olympiads,h,1,h₁,a / (2 * b + c ^ 2) + b / (2 * c + a ^ 2) + c / (2 * a + b ^ 2) ≤ 2/9 * (a^2 + b^2 + c^2) + 1/9 * (a + b + c),3478,3479
pair_f0724d01,olympiads,h,2,h₂,a + b + c ≤ a^2 + b^2 + c^2,3480,3481
pair_f0724d01,olympiads,a,0,aux,x / (2*y + z^2) ≤ 2/9 * x^2 + 1/9 * x,3482,3483
pair_f0724d01,olympiads,a,1,h₁,a / (2 * b + c ^ 2) + b / (2 * c + a ^ 2) + c / (2 * a + b ^ 2) ≤ 2/9 * (a^2 + b^2 + c^2) + 1/9 * (a + b + c),3484,3485
pair_f0724d01,olympiads,a,2,h₂,a + b + c ≤ a^2 + b^2 + c^2,3486,3487
pair_f09d84fe,olympiads,h,0,h1,0 < a * b * c,3488,3489
pair_f09d84fe,olympiads,h,1,h2,a^3 * b^3 * c^3 > 0,3490,3491
pair_f09d84fe,olympiads,h,2,h3,(a^8 + b^8 + c^8) / (a^3 * b^3 * c^3) = (a^8 + b^8 + c^8) * (1 / (a^3 * b^3 * c^3)),3492,3493
pair_f09d84fe,olympiads,h,3,h4,(1 / a + 1 / b + 1 / c) ≤ (a^8 + b^8 + c^8) * (1 / (a^3 * b^3 * c^3)),3494,3495
pair_f09d84fe,olympiads,h,4,h5,(a^8 + b^8 + c^8) * (1 / (a^3 * b^3 * c^3)) - (1 / a + 1 / b + 1 / c) ≥ 0,3496,3497
pair_f09d84fe,olympiads,h,5,h6,a^8 + b^8 + c^8 - (a^2 * b^3 * c^3 + a^3 * b^2 * c^3 + a^3 * b^3 * c^2) ≥ 0,3498,3499
pair_f09d84fe,olympiads,h,6,h7,(a^8 + b^8 + c^8) * (1 / (a^3 * b^3 * c^3)) - (1 / a + 1 / b + 1 / c) = (a^8 + b^8 + c^8 - (a^2 * b^3 * c^3 + a^3 * b^2 * c^3 + a^3 * b^3 * c^2)) / (a^3 * b^3 * c^3),3500,3501
pair_f09d84fe,olympiads,h,7,h8,a^3 * b^3 * c^3 > 0,3502,3503
pair_f09d84fe,olympiads,a,0,pos1,0 < a * b * c,3504,3505
pair_f09d84fe,olympiads,a,1,h1,1 / a + 1 / b + 1 / c - (a^8 + b^8 + c^8) / (a^3 * b^3 * c^3) ≤ 0,3506,3507
pair_f09d84fe,olympiads,a,2,h2,(1 / a + 1 / b + 1 / c) - (a^8 + b^8 + c^8) / (a^3 * b^3 * c^3) = (( (b * c + a * c + a * b ) * a^2 * b^2 * c^2 ) - ( a^8 + b^8 + c^8 )) / (a^3 * b^3 * c^3),3508,3509
pair_f0cb5297,olympiads,h,0,hx,x ≤ 6,3510,3511
pair_f0cb5297,olympiads,h,1,hy,y ≤ 6,3512,3513
pair_f0cb5297,olympiads,a,0,h1,y > x,3514,3515
pair_f0cb5297,olympiads,a,1,h2,y ≤ x,3516,3517
pair_f0cb5297,olympiads,a,2,h3,y ^ 2 ≤ x ^ 2,3518,3519
pair_f0cb5297,olympiads,a,3,h4,y ≤ 7,3520,3521
pair_f0cb5297,olympiads,a,4,h5,x ≤ 7,3522,3523
pair_f39a4f3d,olympiads,h,0,h1,a^6 - a^5 + a^4 + a^2 - a + 1 = ((a - 1/2)^2 + 3 / 4) * (a^4 + 1),3524,3525
pair_f39a4f3d,olympiads,h,1,h2,((a - 1/2)^2 + 3 / 4) > 0,3526,3527
pair_f39a4f3d,olympiads,h,2,h3_0,a^4 + 1 = (a^2)^2 + 1,3528,3529
pair_f39a4f3d,olympiads,h,3,h3,(a^4 + 1) > 0,3530,3531
pair_f39a4f3d,olympiads,h,4,h4,((a - 1/2)^2 + 3 / 4) * (a^4 + 1) > 0,3532,3533
pair_f39a4f3d,olympiads,a,0,h1,a^4 + 1 > 0,3534,3535
pair_f39a4f3d,olympiads,a,1,h2,a^2 - a + 1 > 0,3536,3537
pair_f39a4f3d,olympiads,a,2,h3,a^6 - a^5 + a^4 + a^2 - a + 1 = (a^4 + 1) * (a^2 - a + 1),3538,3539
pair_f3bf23d2,math_train,h,0,t1,2 * x + 2 ≠ 0,3540,3541
pair_f3bf23d2,math_train,h,1,t2,7 * x + 3 ≠ 0,3542,3543
pair_f3bf23d2,math_train,a,0,h1,"s = {0, 3}",3544,3545
pair_f3bf23d2,math_train,a,1,h2,x ≠ -1,3546,3547
pair_f3bf23d2,math_train,a,2,h3,x ≠ -3 / 7,3548,3549
pair_f3bf23d2,math_train,a,3,h4,(x + 2) / (2 * x + 2) = (4 * x + 3) / (7 * x + 3),3550,3551
pair_f3bf23d2,math_train,a,4,h5,(x + 2) * (7 * x + 3) = (4 * x + 3) * (2 * x + 2),3552,3553
pair_f3bf23d2,math_train,a,5,hx1,(2 * x + 2) ≠ 0,3554,3555
pair_f3bf23d2,math_train,a,6,hx2,(7 * x + 3) ≠ 0,3556,3557
pair_f3bf23d2,math_train,a,7,h6,x * (x - 3) = 0,3558,3559
pair_f5d4e5bf,cn_k12,h,0,ge,2 * ((u - 1/2)^2 + 3/4) ≥ 0,3560,3561
pair_f5d4e5bf,cn_k12,h,1,nlt,¬ 2 * ((u - 1/2)^2 + 3/4) < 0,3562,3563
pair_f5d4e5bf,cn_k12,a,0,hfx,f (x - 2) = (x - 2) ^ 2 + (x - 2),3564,3565
pair_f5d4e5bf,cn_k12,a,1,hfx2,f x = x ^ 2 + x,3566,3567
pair_f61e24aa,math_train,h,0,h0,(x + 1/x)^3 = x^3 + 1 / x^3 + 3*(x+1/x)*(x*x⁻¹),3568,3569
pair_f61e24aa,math_train,h,1,h,t ^ 2 + 4 * t + 13 > 0,3570,3571
pair_f61e24aa,math_train,a,0,h1,x^3 + 1 / x^3 = (x + 1 / x) ^ 3 - 3 * (x + 1 / x),3572,3573
pair_f61e24aa,math_train,a,1,h2,(x + 1 / x) ^ 3 - 3 * (x + 1 / x) - 52 = 0,3574,3575
pair_f61e24aa,math_train,a,2,h3,(x + 1 / x - 4) * ((x + 1 / x) ^ 2 + 4 * (x + 1 / x) + 13) = 0,3576,3577
pair_f61e24aa,math_train,a,3,h6,(x + 1 / x) ^ 2 + 4 * (x + 1 / x) + 13 = 0,3578,3579
pair_f61e24aa,math_train,a,4,h7,(x + 1 / x) ^ 2 + 4 * (x + 1 / x) + 13 > 0,3580,3581
pair_f6743d4f,amc_aime,h,0,hx,x = -Real.sqrt 3,3582,3583
pair_f6743d4f,amc_aime,h,1,h3,(√3 * 2)^2=12,3584,3585
pair_f6743d4f,amc_aime,a,0,h1,x^2 + 2 * x * Real.sqrt 3 + 3 = (x + Real.sqrt 3) ^2,3586,3587
pair_f6743d4f,amc_aime,a,1,h2,(x + Real.sqrt 3) ^2 = 0,3588,3589
pair_f6743d4f,amc_aime,a,2,h3,x + Real.sqrt 3 = 0,3590,3591
pair_f6743d4f,amc_aime,a,3,h4,x = -Real.sqrt 3,3592,3593
pair_f6743d4f,amc_aime,a,4,h5,Irrational x,3594,3595
pair_f6743d4f,amc_aime,a,5,h6,Irrational (-Real.sqrt 3),3596,3597
pair_f6743d4f,amc_aime,a,6,h7,Irrational (Real.sqrt 3),3598,3599
pair_f6743d4f,amc_aime,a,7,h8,Irrational (-Real.sqrt 3),3600,3601
pair_f7c29af4,amc_aime,h,0,hNpm,3194 + m = 222*(a+b+c),3602,3603
pair_f7c29af4,amc_aime,h,1,hmlt,m < 1000,3604,3605
pair_f7c29af4,amc_aime,h,2,hmmod,"∃ k : ℕ, m = 222*k+136",3606,3607
pair_f7c29af4,amc_aime,h,3,hm,m = 358,3608,3609
pair_f7c29af4,amc_aime,h,4,ha3,(a = 3),3610,3611
pair_f7c29af4,amc_aime,h,5,hb5,(b = 5),3612,3613
pair_f7c29af4,amc_aime,a,0,h1,a ≤ 9,3614,3615
pair_f7c29af4,amc_aime,a,1,h2,b ≤ 9,3616,3617
pair_f7c29af4,amc_aime,a,2,h3,c ≤ 9,3618,3619
pair_f7ccc7ae,olympiads_ref,h,0,h1,0.01 * (5 : ℝ) ^ n ≤ 2.99 * 2 ^ n,3620,3621
pair_f7ccc7ae,olympiads_ref,h,1,g1,(2 : ℝ) ^ n > 0,3622,3623
pair_f7ccc7ae,olympiads_ref,h,2,h2,(5 : ℝ) ^ n + 2 ^ n > 0,3624,3625
pair_f7ccc7ae,olympiads_ref,a,0,h,((5 : ℝ) ^ (n + 1) + 2 ^ (n + 1)) / (5 ^ n + 2 ^ n) > 4.99,3626,3627
pair_f7ccc7ae,olympiads_ref,a,1,h2,n < 7,3628,3629
pair_f8e24a30,math_train,h,0,H1,"d ∣ 2 * 3 * 4 * 5 * 6 ∧ d ∣ 1 * 3 * 4 * 5 * 6 ∧ d ∣ 1 * 2 * 4 * 5 * 6 ∧ d ∣ 1 * 2 * 3 * 5 * 6 ∧ d ∣ 1 * 2 * 3 * 4 * 6 ∧ d ∣ 1 * 2 * 3 * 4 * 5 ↔ ∀ a ∈ ({ 2 * 3 * 4 * 5 * 6, 1 * 3 * 4 * 5 * 6, 1 * 2 * 4 * 5 * 6, 1 * 2 * 3 * 5 * 6, 1 * 2 * 3 * 4 * 6, 1 * 2 * 3 * 4 * 5 } : Multiset ℕ), d ∣ a",3630,3631
pair_f8e24a30,math_train,h,1,H2,"(∀ a ∈ ({ 2 * 3 * 4 * 5 * 6, 1 * 3 * 4 * 5 * 6, 1 * 2 * 4 * 5 * 6, 1 * 2 * 3 * 5 * 6, 1 * 2 * 3 * 4 * 6, 1 * 2 * 3 * 4 * 5 } : Multiset ℕ), d ∣ a) ↔ d ∣ ({ 2 * 3 * 4 * 5 * 6, 1 * 3 * 4 * 5 * 6, 1 * 2 * 4 * 5 * 6, 1 * 2 * 3 * 5 * 6, 1 * 2 * 3 * 4 * 6, 1 * 2 * 3 * 4 * 5 } : Multiset ℕ).gcd",3632,3633
